epoch,accuracy,loss,val_accuracy,val_loss
0,0.77292603,0.49511021537543476,0.7664172649383545,0.5037446541613111
1,0.80544436,0.4230672626386115,0.755888044834137,0.501327844959575
2,0.8201946,0.389847988698579,0.7392629384994507,0.6427862660050492
3,0.85385233,0.33882766853759405,0.7218065857887268,0.8172540498196038
4,0.8935456,0.26137139198924986,0.7037960886955261,0.7844972046632521
5,0.9310833,0.17487025148687071,0.7744527459144592,0.6028729456552477
6,0.95762765,0.11083991221806873,0.7453588247299194,0.9195675874357575
7,0.97114617,0.07818438746106222,0.7439733743667603,0.8833741834534274
8,0.97367126,0.07095207568333071,0.7655860185623169,0.9103524358888913
9,0.9808154,0.052986958686531034,0.7414796352386475,0.9223685319419052
10,0.9834329,0.046851319633034245,0.7448046803474426,0.9914086358505592
11,0.98463386,0.04141044840653705,0.7592130899429321,1.0733960311014457
12,0.9864815,0.038010083122939825,0.7680798172950745,1.1135695590045387
13,0.9874361,0.03690526579256213,0.753948450088501,1.2780039027048367
14,0.9881136,0.034239978658826595,0.7675256133079529,0.9974348274714797
15,0.9908542,0.026504259687752774,0.7218065857887268,2.197546041979622
16,0.990885,0.026686150109233177,0.7533943057060242,1.39573514213784
17,0.99011517,0.02699885926024095,0.7503463625907898,1.7108824387188597
18,0.9912853,0.02319864195784794,0.7633693814277649,1.3591680814104088
19,0.9918704,0.024494537046242944,0.772790253162384,1.3822477303505207
20,0.9926095,0.021574383456616848,0.7750069499015808,1.323612889479851
21,0.9931022,0.02112613944716052,0.7472984194755554,1.4198542119525879
22,0.9924247,0.022562294876909278,0.6123579740524292,2.271488600670383
23,0.99365646,0.01858414117542124,0.7445275783538818,1.4519871442593442
24,0.99162406,0.025212264352583138,0.7647547721862793,1.4153696660289938
25,0.99476504,0.016303384148780374,0.7561651468276978,1.7047248623912175
26,0.99479586,0.015545350760251021,0.7678027153015137,1.7085111095952208
27,0.99405676,0.017417992283708224,0.7664172649383545,1.4826620280759162
28,0.99568886,0.014095741738615669,0.7678027153015137,1.574078544416927
29,0.9954117,0.014675314959995476,0.7522859573364258,2.418952989723584
30,0.99384123,0.018588821041661555,0.7118315100669861,7.134195847536395
31,0.99467266,0.014517306095889014,0.7594901919364929,1.5110662018502972
32,0.99507296,0.013888870892756703,0.7567192912101746,1.5873911257231457
33,0.9949806,0.015729736415795545,0.7556109428405762,1.3031348124142332
34,0.9951346,0.015817367692479063,0.7750069499015808,1.3705066138933688
35,0.9950422,0.013160957887715954,0.7719590067863464,1.7217117147982104
36,0.9964895,0.010849901797037395,0.770850658416748,1.8840057640466772
37,0.9955041,0.013748639015187981,0.7744527459144592,1.406040106099806
38,0.9954733,0.013529406461529437,0.7716819047927856,1.8450570920723302
39,0.9961508,0.011651883050568253,0.7691881656646729,1.9951909927490776
40,0.995966,0.012301985973519582,0.7592130899429321,1.5075324221838542
41,0.995966,0.012231340543168868,0.77472984790802,1.6841464524257213
42,0.9964279,0.009769643804258698,0.686893880367279,1.357084131102114
43,0.9958428,0.01219963018148132,0.7691881656646729,1.498129721129162
44,0.9959968,0.013438911725983885,0.7655860185623169,1.6251571389835406
45,0.9964895,0.010496690289974776,0.7536713480949402,1.2009014764893051
46,0.99719775,0.00917205353948701,0.7617068290710449,1.3000383470553247
47,0.997013,0.008106416019429743,0.7711277604103088,1.3668503582262868
48,0.99525774,0.01510548335044166,0.7259628772735596,1.6377103813601583
49,0.99719775,0.008693939779585283,0.7750069499015808,1.8769899427345764
50,0.996859,0.010575152592802948,0.7564422488212585,2.020603691055095
51,0.99784446,0.0069250154966300406,0.7700194120407104,1.490848358135271
52,0.99719775,0.008176714537507356,0.7761152386665344,1.7019129396641013
53,0.99710536,0.009649463466774375,0.7755610942840576,1.4644455680493074
54,0.99627393,0.011191334969356991,0.770850658416748,1.9603131149045712
55,0.99772125,0.006882000192770648,0.7528401017189026,1.212500780432731
56,0.9976597,0.007051108461916941,0.7752839922904968,1.6963719361110485
57,0.99722856,0.009239387717318116,0.7639235258102417,1.7135948984865403
58,0.9969514,0.00957344228374146,0.7697423100471497,1.8406911220006184
59,0.9974749,0.00809137594019935,0.7608755826950073,1.332415162707736
60,0.99769044,0.007735669844208285,0.7592130899429321,1.5627610529516172
61,0.9980908,0.006369957586860228,0.7475755214691162,2.7327947891396014
62,0.9972593,0.008636434525521628,0.7658631205558777,1.964841660848117
63,0.9970438,0.008115921427153165,0.7603214383125305,1.3983578803500298
64,0.9964895,0.010700311506008206,0.7617068290710449,2.9813154838064695
65,0.99842954,0.0054020449944090455,0.7700194120407104,1.746354104277499
66,0.9980292,0.005785496349890229,0.7666943669319153,1.6276577527122043
67,0.9979984,0.006162305728073376,0.7572734951972961,2.4896577891632274
68,0.99710536,0.008314637475019976,0.7788861393928528,2.0749938664392737
69,0.9982755,0.00621624169836776,0.7666943669319153,1.9416633289948366
70,0.9982755,0.004948142051095314,0.7373233437538147,2.6196215467857304
71,0.99812156,0.004977886613120617,0.7655860185623169,1.8355016186482427
72,0.99741334,0.00791551529610455,0.7672485709190369,2.4831664400703195
73,0.99772125,0.0069481860972991916,0.7683568596839905,3.1644106649169963
74,0.99781364,0.0071833193143900275,0.7644776701927185,1.4228698475336428
75,0.99772125,0.007010999199570917,0.7653089761734009,2.267303318421112
76,0.99864507,0.004005239128329641,0.7697423100471497,1.7301395514163986
77,0.9982755,0.00582448633882056,0.7694652080535889,1.4546511967976887
78,0.99842954,0.004400935282453284,0.7675256133079529,2.503056976794536
79,0.99876827,0.0038367428334564455,0.7644776701927185,2.0131830340708086
80,0.9975365,0.008368471929685916,0.7691881656646729,1.902943152772254
81,0.9980292,0.006687959606981595,0.7644776701927185,2.2292946223308916
82,0.9980292,0.006672736108264033,0.7550567984580994,1.3741264120632013
83,0.9983987,0.005442814913239732,0.7722360491752625,1.676188998950357
84,0.9984911,0.0051570930558066915,0.7525630593299866,2.068306058025915
85,0.9988606,0.003821768767071527,0.7617068290710449,2.735231570240929
86,0.9986759,0.0045744738092067085,0.7755610942840576,2.008779505475732
87,0.9983679,0.004958285353255832,0.7750069499015808,2.2110587791512635
88,0.9983987,0.005447729420742596,0.7683568596839905,2.8466912078276074
89,0.9990146,0.0032785444002006573,0.7675256133079529,1.666229594444165
90,0.99842954,0.004745967724978725,0.7658631205558777,1.948346744517799
91,0.9983679,0.004546387343997303,0.7556109428405762,3.5107159427606884
92,0.9985527,0.004866929348276646,0.7608755826950073,2.8568577913737223
93,0.99870664,0.004544628277738513,0.7680798172950745,2.1427255504578557
94,0.9986759,0.004042496563733681,0.7725131511688232,2.1726083730389516
95,0.9983679,0.005521367339656817,0.7669714689254761,2.116484617255473
96,0.99861425,0.003927325283767945,0.7644776701927185,2.1620383780562142
97,0.99870664,0.004262396049067083,0.7586588859558105,2.1340104078248983
98,0.99806,0.006324322253936087,0.7605984807014465,2.6458152236391648
99,0.99919933,0.0029659479214104714,0.7625380754470825,2.269417983536312
