epoch,accuracy,loss,val_accuracy,val_loss
0,0.6970488,16.874381986969503,0.7250000238418579,1.0864514797227458
1,0.7632819,0.5900572992301474,0.796875,0.46039951387792827
2,0.79452926,0.4512781149306517,0.852343738079071,0.4101474180817604
3,0.8080016,0.4178622589471751,0.878125011920929,0.38257850650697944
4,0.82081085,0.3980230308992008,0.78125,0.49505296545103195
5,0.81485766,0.40615818773829376,0.7835937738418579,0.6056206638459116
6,0.76075673,10.464107724483304,0.7437499761581421,0.542708494886756
7,0.768036,0.4895026924198591,0.860156238079071,0.44629877358675
8,0.7830037,0.4611669979375496,0.8687499761581421,0.3496501125395298
9,0.7968428,0.4381140024230896,0.8734375238418579,0.4271982340142131
10,0.8048134,0.43082959027008894,0.8374999761581421,0.47789394911378624
11,0.82110715,0.40187259376161716,0.8382812738418579,0.5602877739351243
12,0.82215106,0.3995696897238381,0.7484375238418579,0.8791971490602009
13,0.8254239,0.4025052060209608,0.78125,0.6170106332749128
14,0.82628447,0.40572269181885273,0.8515625,0.4440674046985805
15,0.8490393,0.4051966284234412,0.4703125059604645,0.8757340088486671
16,0.7751742,0.47875409643170364,0.8726562261581421,0.4873316409997642
17,0.8472477,0.36300267826500804,0.784375011920929,0.9147264870000071
18,0.8571509,0.34967577634343266,0.762499988079071,1.154587710557098
19,0.87199163,0.3185814664234908,0.8500000238418579,0.8165665334585356
20,0.8816833,0.31145773134284577,0.8296874761581421,0.8770304088946432
21,0.8531304,0.3524862310856987,0.809374988079071,0.9173002107592765
22,0.8744886,0.31346065702248793,0.828125,1.043891564711521
23,0.9021528,0.2586963724063178,0.7945312261581421,1.180927127052564
24,0.91333973,0.240821860391154,0.823437511920929,1.3520000078442536
25,0.9139322,0.23812705956838157,0.800000011920929,1.4575609230669215
26,0.8943938,0.40363616488399506,0.8460937738418579,0.8125475909560919
27,0.90720314,0.2461986865579125,0.792187511920929,1.711010103278022
28,0.933386,0.1951742680271461,0.815625011920929,1.3457690278068184
29,0.94355726,0.17345947656500163,0.758593738079071,2.3717240389201377
30,0.9372514,0.19060379098400293,0.8031250238418579,2.149961422010256
31,0.9504275,0.1558657836387521,0.8109375238418579,1.6551925741947344
32,0.884152,0.2852077742566764,0.8460937738418579,1.0732239610428222
33,0.9347826,0.18894606210053635,0.7953125238418579,1.7796829270311718
34,0.947606,0.16008836752999817,0.7734375,2.3406973590407234
35,0.91789633,0.23609977957475395,0.832812488079071,1.7929132401099195
36,0.94951046,0.16651712503759614,0.824999988079071,2.1749250450666295
37,0.9493553,0.15397300866531524,0.784375011920929,2.514869247092503
38,0.95340407,0.25942623061479675,0.659375011920929,7.046055517938363
39,0.93169314,0.21340893271497918,0.765625,3.3380241605155674
40,0.9438253,0.18193362976289834,0.80078125,1.918770658023277
41,0.959456,0.1326143415574081,0.800000011920929,2.853576160564944
42,0.967751,0.11098991126642739,0.780468761920929,3.417387618904172
43,0.9696837,0.10744790649553139,0.801562488079071,3.366650517953667
44,0.9672855,0.11523764136901914,0.81640625,3.486507994727083
45,0.95886356,0.14190602238720082,0.81640625,2.5404985994158777
46,0.9661569,0.12690965913073646,0.839062511920929,3.0192044480845652
47,0.9531642,0.15014427661890706,0.823437511920929,2.4814252959516123
48,0.96804726,0.11345750696645365,0.78125,3.739437688623107
49,0.9728155,0.10150824804121236,0.801562488079071,4.042841252907832
50,0.9336117,0.20655237657707742,0.8140624761581421,1.883226919680601
51,0.9586519,0.1318767001105664,0.7906249761581421,3.1246718516892544
52,0.9746776,0.09541050397185266,0.807812511920929,3.4324968788952903
53,0.94650567,0.16459294013401335,0.796875,3.15476030126666
54,0.97740036,0.08976318226834,0.796875,4.063064944421323
55,0.97483283,0.0951712219407131,0.8187500238418579,3.688391501916544
56,0.97789407,0.08817390494909523,0.8031250238418579,4.1750456041990684
57,0.9442908,0.17758142713195527,0.7875000238418579,2.564541887009182
58,0.9703326,0.10695613451569337,0.792187511920929,4.904139890213412
59,0.9806027,0.08579057393599203,0.8414062261581421,3.769639291967542
60,0.97867,0.08586441174419006,0.8296874761581421,3.8160815303946287
61,0.9268544,0.25934486132317663,0.807812511920929,2.9036788153701765
62,0.9658889,0.12354840571314346,0.778124988079071,2.794303147739265
63,0.97466356,0.0935077787154456,0.7875000238418579,4.838843938352397
64,0.97411335,0.09910524026100934,0.8140624761581421,4.145268846678502
65,0.9700787,0.10995620146079087,0.815625011920929,2.4821831963654404
66,0.977231,0.08843969011443485,0.796875,5.178737626350512
67,0.9644076,0.11959057397581474,0.8187500238418579,3.4477187020021005
68,0.97778124,0.08713770697749795,0.78125,5.138857407607954
69,0.92617726,0.21364307039769775,0.77734375,1.9072488021105527
70,0.846627,0.3482302955801074,0.772656261920929,2.063350857019941
71,0.9562114,0.14515029116374015,0.7406250238418579,2.095840508933179
72,0.93780154,0.17503360424769793,0.80859375,3.1098863193561557
73,0.98008066,0.08060831260215152,0.792187511920929,5.453298925085166
74,0.980391,0.0844040977588027,0.811718761920929,5.149794085121542
75,0.97861356,0.08455834807763166,0.784375011920929,5.888373161001738
