epoch,accuracy,loss,val_accuracy,val_loss
0,0.94900304,0.1656811875805396,0.40937501192092896,8.09919131931619
1,0.9720092,0.08367515653028992,0.39531248807907104,11.398545184438573
2,0.9760353,0.06587471081046788,0.621874988079071,3.354846144339535
3,0.98677146,0.040071757388532595,0.6343749761581421,2.151875465843477
4,0.9904141,0.02506418679369488,0.49687498807907104,2.570238150260411
5,0.9888804,0.02949458897396625,0.792187511920929,0.9174422480165958
6,0.9927147,0.019211857779090083,0.625,3.4747426181336776
7,0.9904141,0.02372081275955071,0.660937488079071,1.9934374546108302
8,0.9934816,0.019741544463926,0.4312500059604645,6.084586932071465
9,0.99539876,0.012958202118795377,0.831250011920929,0.6801978735253215
10,0.992523,0.023785827535992357,0.4078125059604645,5.85198399625134
11,0.99616563,0.011351496975567546,0.645312488079071,2.5025888169713655
12,0.9957822,0.01361140988695191,0.653124988079071,2.313582686920199
13,0.99309814,0.02166329578930752,0.840624988079071,0.8145059557980858
14,0.9969325,0.007904846542422014,0.8609374761581421,0.5421851292252541
15,0.9952071,0.015670540347766146,0.776562511920929,1.0159782322472892
16,0.9952071,0.014921203965929686,0.78125,1.1340793420211412
17,0.99904144,0.002956260832021155,0.7484375238418579,1.4229244913920411
18,0.9988497,0.003607443129877075,0.7359374761581421,1.6808543892100716
19,0.9988497,0.0050196972683611675,0.621874988079071,6.96243784638574
20,0.99654907,0.008003173402212715,0.44999998807907104,5.782230447958431
21,0.9950153,0.014227690208341534,0.43437498807907104,5.928065447391994
22,0.99904144,0.004595630539565467,0.6640625,2.452757241308575
23,0.9980828,0.004315861923025597,0.621874988079071,6.739723631640071
24,0.9975077,0.006506283940989362,0.625,5.435673599298724
25,0.9963574,0.012143308899242254,0.6640625,2.5194100081826036
26,0.9963574,0.012480534467635643,0.6859375238418579,1.628225028514862
27,0.99597394,0.011627471424243556,0.7875000238418579,0.9148885569535196
28,0.9976994,0.005435709920307174,0.535937488079071,2.750372139830142
29,0.9978911,0.006545235064589128,0.6390625238418579,2.971937876558775
30,0.998658,0.004267858592831064,0.6312500238418579,4.695944361799831
31,0.9976994,0.00641705398540993,0.7734375,1.53956099152565
32,0.99846625,0.0048706758356710025,0.7578125,1.8109812855841483
33,0.9992331,0.0029285524090460475,0.8374999761581421,0.7483114901930094
34,0.99961656,0.001156859870710542,0.6468750238418579,3.88715526955732
35,0.9978911,0.007599943655938179,0.7640625238418579,2.018153192733007
36,0.99616563,0.009508878697220571,0.621874988079071,7.548267984607158
37,0.9969325,0.00959887528854896,0.7890625,1.2003636152017862
38,0.99616563,0.010939205349775017,0.637499988079071,4.697078291938752
39,0.9992331,0.0025801167900201464,0.7593749761581421,1.6884331480127002
40,0.9998083,0.001403545228632354,0.7421875,1.8526937806827846
41,1.0,0.00053305882602775,0.6265624761581421,5.367420798808466
42,1.0,0.00032197446750442226,0.6265624761581421,5.286181430433965
43,0.99904144,0.0043830789218205005,0.37968748807907104,52.20455780029297
44,0.9967408,0.01134559934289818,0.796875,1.523471089037048
45,0.99846625,0.004273389965263251,0.7562500238418579,1.024488690495491
46,0.99904144,0.0028733796494868936,0.6640625,3.646995886406029
47,0.9978911,0.006702731885463904,0.4671874940395355,5.123350081332319
48,0.9988497,0.00479307025957803,0.682812511920929,2.7017345642054638
49,0.99731594,0.011613521444229107,0.6312500238418579,1.9810101076960565
50,0.99846625,0.004492723959690452,0.6656249761581421,3.37295011302625
51,0.99961656,0.0015904556725653063,0.6234375238418579,7.335935911215247
52,0.9988497,0.0037679248867835318,0.6328125,4.745120989784893
53,0.99827456,0.005008300161820823,0.8062499761581421,1.474988832539384
54,1.0,0.0008711769400349218,0.7515624761581421,2.045670530233019
55,0.9998083,0.000940577597313755,0.643750011920929,5.131962962656472
56,0.9992331,0.0013498718525558051,0.660937488079071,3.920588581170133
57,0.99846625,0.0051779470282067195,0.7171875238418579,2.333913208625927
58,0.99827456,0.006862567996642298,0.6265624761581421,8.138093799886956
59,0.9978911,0.006137610361245473,0.6703125238418579,2.55540679948117
60,0.9988497,0.0022608528522219686,0.651562511920929,3.600038480637852
61,0.99961656,0.0021361178999142203,0.7984374761581421,1.777084555301235
62,1.0,0.0002697139115395289,0.7437499761581421,2.497752798524175
63,0.9994249,0.0017864569225552248,0.6265624761581421,7.479073535579792
64,0.99904144,0.0037078848604693523,0.7906249761581421,1.9846318241907084
65,0.99904144,0.0037268372044571463,0.739062488079071,2.7509669860443298
66,0.9994249,0.001321094065862217,0.778124988079071,2.1581162625140733
67,1.0,0.0005869766397904781,0.817187488079071,1.6295005376521885
68,0.9998083,0.00041222663803562284,0.760937511920929,2.6112100609521662
69,0.9994249,0.002541852814810669,0.7124999761581421,3.691251200691957
70,0.9978911,0.006588431248503374,0.746874988079071,2.087818873649593
71,0.9978911,0.005555427003206942,0.6781250238418579,3.893825775144214
72,0.9988497,0.003780230029127098,0.793749988079071,1.7099769765671227
73,0.9992331,0.0018462220444177653,0.8500000238418579,1.054085856862366
74,0.998658,0.002453909786205549,0.6328125,5.2253121827369
75,0.9998083,0.0011715747180633283,0.645312488079071,5.005266889027324
76,0.9994249,0.0015697818061545794,0.6265624761581421,7.866383510273989
77,0.99904144,0.002839589276369605,0.848437488079071,1.0338928937911986
78,0.99961656,0.0012513270503830237,0.762499988079071,2.117011850243921
79,0.9994249,0.000922865636341783,0.729687511920929,2.638537805139854
80,1.0,0.0004222193681731495,0.6656249761581421,4.317093673266578
81,0.9998083,0.00031428173946419926,0.7109375,3.389979409990088
82,1.0,0.0002729938253989382,0.645312488079071,4.92901788645422
83,0.9992331,0.0018781604581662305,0.628125011920929,8.07913035914265
