epoch,accuracy,loss,val_accuracy,val_loss
0,0.72472703,21.331945907916406,0.87890625,0.31326529532670977
1,0.79527694,0.45649134944928366,0.8929687738418579,0.3062521547079086
2,0.81443447,0.41034544887026914,0.7640625238418579,0.5207793792709708
3,0.82095194,0.39506280518824605,0.774218738079071,0.5612424881197512
4,0.8263409,0.3970421814066398,0.8609374761581421,0.3832315277308226
5,0.83072823,0.39504319339762745,0.8070312738418579,0.5245875815860928
6,0.6730948,0.6646652750222526,0.37812501192092896,0.7584984809160232
7,0.60886496,0.6745883789345161,0.621874988079071,0.6800614476203919
8,0.605846,0.676337307443859,0.37812501192092896,0.8003409445285797
9,0.6007956,0.6799205534967986,0.621874988079071,0.674518147110939
10,0.59546316,0.6802089397159841,0.37812501192092896,0.9076900392770767
