epoch,accuracy,loss,val_accuracy,val_loss
0,0.71289754,26.47249488719724,0.31127893924713135,2.493469255443291
1,0.7759128,0.49482865667818887,0.7896633148193359,0.45429193697693243
2,0.81227046,0.4203193976632182,0.7942358255386353,0.4418351482829675
3,0.8185062,0.40138967732815584,0.7769848704338074,0.47156601207679505
4,0.82706296,0.3910929441734914,0.7788555026054382,0.4998901735568486
5,0.8336105,0.3775179253677267,0.7822502255439758,0.4986075653013338
6,0.8433451,0.3780478421965962,0.7554385662078857,0.5915283778871016
7,0.6016594,0.7013570008175971,0.7555770874023438,0.5742887866881906
8,0.5663757,0.6881150300625183,0.7555770874023438,0.565289542882152
9,0.56696457,0.6885458453606974,0.7555770874023438,0.5805236401031995
