epoch,accuracy,loss,val_accuracy,val_loss
0,0.69793755,25.5906282921756,0.8203125,0.43593437746167185
1,0.7683887,0.4897467320433818,0.8500000238418579,0.5561021351255476
2,0.7828626,0.4686273359887114,0.8734375238418579,0.34581786915659907
3,0.75827384,5.722073076302279,0.882031261920929,0.45020435713231566
4,0.7903676,0.4533527050246888,0.864062488079071,0.6094662101939321
5,0.7988178,0.439074840806453,0.8726562261581421,0.664165847748518
6,0.81095,0.4237802825212055,0.817187488079071,0.6894622914493084
7,0.81701607,0.4242944373994804,0.889843761920929,0.5043091860599815
8,0.7820303,0.8469028925833805,0.5,0.8137464016675949
9,0.6041673,0.6781761896155191,0.37812501192092896,0.7924938946962357
10,0.6164828,0.6698435353858777,0.37812501192092896,0.81223563849926
11,0.62034816,0.6687328307972304,0.37812501192092896,0.7669885843992233
12,0.6164123,0.6709756941991503,0.621874988079071,0.6855613380670548
13,0.61837316,0.6689566217662014,0.37812501192092896,0.7146638572216034
14,0.61715996,0.669700261525274,0.37812501192092896,0.800365363061428
15,0.6147053,0.6723638385617531,0.37812501192092896,0.8396822527050972
16,0.61521316,0.6695947947228489,0.37812501192092896,0.7475938141345978
17,0.6119121,0.672983135082408,0.37812501192092896,0.807955664396286
